Year,Engine_Size,Mileage,Doors,Owner_Count,Fuel_Electric,Fuel_Hybrid,Fuel_Petrol,Trans_Manual,Trans_Semi-Automatic
2011,2.3,885,3,2,1,0,0,0,1
2013,3.5,93273,2,4,0,1,0,0,1
2004,3.7,110947,3,2,0,0,0,0,1
2018,1.2,166808,5,2,0,0,1,1,0
2022,3.8,186035,4,3,0,0,0,0,0
2005,1.0,68819,2,3,0,1,0,0,1
2018,3.7,157181,5,2,0,0,1,0,1
2007,3.9,97350,3,3,0,0,1,0,1
2016,3.5,271497,5,4,0,0,0,1,0
2013,4.3,225452,4,5,1,0,0,0,1
2010,3.8,51040,5,2,0,0,1,0,0
2012,4.2,7544,2,5,1,0,0,0,1
2009,2.6,264411,3,1,0,1,0,0,1
2012,4.3,153919,5,2,0,0,1,1,0
2010,1.7,115344,2,5,0,0,1,1,0
2009,2.9,106781,3,2,0,0,0,0,1
2011,1.0,279545,2,3,0,0,1,1,0
2020,1.7,11757,3,1,0,0,1,1,0
2014,2.4,230787,3,1,0,0,1,0,1
2020,3.7,216478,2,1,0,1,0,0,0
2003,2.6,134567,5,2,0,0,0,0,1
2006,4.5,162852,2,3,1,0,0,1,0
2023,3.9,112480,2,2,0,1,0,0,1
2017,1.9,60780,2,1,1,0,0,0,0
2012,3.2,21520,4,4,0,0,0,0,0
2017,2.1,199006,3,3,0,0,0,0,0
2006,2.0,11585,5,4,0,1,0,0,0
2009,2.8,79962,3,2,1,0,0,1,0
2014,3.9,95537,4,2,1,0,0,0,0
2021,4.3,229873,4,2,0,0,0,1,0
2006,1.3,195129,4,5,0,1,0,1,0
2011,4.0,136926,5,1,0,1,0,0,0
2003,3.2,85005,3,1,0,0,1,0,1
2017,2.7,172248,3,2,1,0,0,0,0
2017,4.3,179528,2,5,0,0,1,0,0
2014,2.3,1752,4,2,1,0,0,1,0
2008,3.2,25557,5,4,1,0,0,1,0
2007,3.9,211162,5,5,0,1,0,0,0
2014,4.0,182364,5,5,0,0,1,0,0
2010,1.6,112946,2,5,0,0,1,0,0
2009,2.1,122067,4,4,0,0,1,0,0
2008,3.5,296747,3,1,1,0,0,0,1
2018,2.8,23722,5,5,0,0,1,0,1
2000,1.8,161487,3,5,0,0,1,1,0
2009,4.1,99562,5,2,0,0,1,0,0
2018,1.9,107386,5,4,1,0,0,1,0
2021,4.0,32991,5,3,0,0,0,0,0
2017,1.7,156940,4,2,0,0,0,1,0
2007,2.2,87444,4,4,0,0,0,1,0
2009,1.4,232049,3,2,0,0,1,1,0
2009,1.2,114668,2,4,0,1,0,0,0
2017,4.8,297176,4,2,1,0,0,0,1
2011,4.1,138965,4,4,0,1,0,0,1
2006,4.4,251894,2,4,0,0,1,0,0
2006,2.8,174551,4,5,0,0,0,0,1
2011,3.0,260151,5,1,0,0,1,0,0
2006,2.8,253372,2,4,0,0,1,1,0
2010,1.9,99563,3,5,0,1,0,1,0
2014,3.9,267949,3,2,1,0,0,0,0
2010,4.6,79663,5,5,0,0,0,1,0
2013,3.5,85640,3,4,1,0,0,0,0
2001,4.4,1937,4,4,0,1,0,0,0
2014,3.2,253316,3,5,0,0,1,0,0
2007,3.2,203452,2,4,0,0,0,0,1
2022,4.2,181600,3,3,1,0,0,1,0
2002,2.9,296864,4,2,0,0,1,1,0
2014,1.4,262641,4,1,0,1,0,0,1
2023,4.7,222000,3,3,1,0,0,0,0
2006,4.6,98002,5,4,0,0,1,0,0
2000,3.4,131933,4,1,0,1,0,1,0
2001,4.6,287045,4,4,0,0,0,1,0
2008,2.5,215987,5,3,0,0,1,0,1
2009,2.8,201403,3,5,0,0,0,1,0
2021,3.9,263073,4,3,0,0,1,1,0
2021,4.4,91956,2,2,0,0,0,0,1
2021,1.3,197902,5,5,0,1,0,1,0
2006,1.0,107474,4,5,0,0,0,0,0
2011,1.1,178039,3,1,0,0,0,0,0
2009,4.0,84645,2,2,1,0,0,0,0
2020,4.1,118504,2,4,0,1,0,0,1
2009,2.7,217224,4,5,0,0,1,1,0
2002,2.6,118041,3,4,0,0,1,0,0
2020,4.3,186962,3,5,0,0,0,0,1
2023,1.3,78961,5,2,1,0,0,0,1
2010,1.0,296156,5,1,0,1,0,1,0
2019,2.0,232074,3,5,0,0,1,0,0
2001,2.3,38542,5,2,1,0,0,1,0
2010,2.9,295058,5,1,0,0,0,0,0
2013,2.2,262285,4,4,0,1,0,1,0
2008,3.9,225838,5,3,1,0,0,0,1
2023,3.0,230795,5,4,0,1,0,0,0
2008,2.5,94729,5,3,0,0,1,1,0
2022,3.1,282199,2,2,0,0,1,0,0
2006,2.6,282423,5,5,0,0,0,0,0
2004,4.0,191859,3,5,0,0,0,1,0
2004,2.2,256459,4,5,0,1,0,0,0
2021,2.1,74107,5,4,1,0,0,0,1
2019,3.9,230974,5,3,0,0,1,1,0
2016,1.7,56150,3,1,0,0,1,1,0
2010,4.7,256100,3,2,0,0,0,0,1
2006,2.7,9512,2,1,0,1,0,0,0
2011,4.8,80241,2,3,0,0,1,0,0
2021,4.7,150713,2,4,0,0,0,0,1
2018,1.7,207019,2,3,1,0,0,0,1
2023,3.2,163039,3,3,0,0,1,0,1
2000,2.0,145101,3,5,0,0,0,1,0
2016,1.4,278559,5,4,0,0,1,0,1
2017,4.2,269154,3,2,0,0,0,0,0
2010,2.3,62065,2,2,0,0,1,1,0
2023,1.9,52679,5,3,0,0,0,1,0
2014,1.0,177766,3,2,0,0,1,1,0
2007,1.6,158154,3,4,1,0,0,1,0
2021,1.3,52051,5,1,1,0,0,0,0
2023,1.5,117049,2,5,0,0,0,1,0
2000,1.8,271405,4,4,1,0,0,0,0
2010,2.6,260006,3,3,0,1,0,0,1
2012,1.7,234785,3,1,0,0,1,1,0
2009,1.6,222076,5,4,1,0,0,0,0
2002,1.8,194835,3,3,0,0,1,1,0
2013,2.0,145970,2,2,0,0,0,0,0
2011,1.4,30785,4,3,0,1,0,0,0
2015,3.7,57196,3,1,0,0,0,0,1
2019,4.0,50680,3,4,0,0,0,0,1
2001,4.7,230052,2,3,0,0,0,0,1
2019,4.2,273193,2,4,0,0,1,1,0
2003,4.4,169451,2,2,0,1,0,0,1
2020,2.2,286174,4,5,1,0,0,0,0
2004,4.9,242712,5,4,0,0,0,1,0
2014,3.4,227371,4,5,1,0,0,1,0
2002,1.7,79442,4,2,0,0,0,1,0
2005,3.2,29885,2,2,0,0,1,0,0
2008,4.3,261478,4,5,0,0,0,0,1
2010,1.2,170847,4,4,0,0,1,0,0
2001,4.1,87221,5,4,1,0,0,0,1
2014,2.9,217980,4,4,0,0,1,1,0
2010,4.1,71288,5,2,1,0,0,0,0
2016,4.5,91092,2,1,0,0,0,1,0
2020,4.4,24913,3,3,0,0,1,0,1
2000,4.2,155444,3,5,0,1,0,0,1
2014,2.5,171683,3,2,1,0,0,0,1
2015,4.8,295428,3,5,0,0,0,0,0
2010,3.9,207380,2,5,0,0,1,0,0
2012,1.5,89226,5,5,1,0,0,0,0
2001,4.6,79217,4,4,0,1,0,1,0
2010,3.3,297971,2,3,0,0,0,0,0
2011,3.5,178950,2,3,0,0,0,0,1
2017,3.4,148880,3,5,1,0,0,0,0
2013,1.7,23936,4,4,0,0,1,0,1
2002,2.1,68076,4,1,1,0,0,1,0
2015,2.9,144743,2,3,0,0,0,0,0
2014,4.4,90279,3,5,0,0,0,0,1
2018,2.5,56429,2,1,0,0,0,0,1
2014,2.9,1197,2,5,0,0,0,0,0
2021,1.9,200177,2,2,0,0,1,0,0
2022,3.0,5679,2,4,0,0,0,1,0
2011,3.3,14586,4,1,0,1,0,1,0
2001,3.6,202216,3,3,0,1,0,0,1
2002,4.8,249673,5,1,0,0,1,1,0
2011,1.7,39156,3,1,0,0,0,1,0
2010,4.5,68014,3,2,1,0,0,0,1
2008,2.4,126868,5,3,0,0,1,1,0
2010,3.0,258632,4,5,1,0,0,1,0
2021,4.3,201170,3,5,0,1,0,0,1
2019,2.9,13569,2,3,0,1,0,1,0
2020,2.1,191301,3,1,0,0,0,0,1
2002,4.4,169424,3,3,0,0,1,0,1
2010,2.9,63026,2,5,0,0,1,1,0
2001,4.8,145630,2,1,1,0,0,0,1
2003,3.7,44024,4,4,0,0,0,0,0
2022,1.2,122902,2,3,1,0,0,1,0
2012,4.0,92692,3,2,1,0,0,0,1
2020,2.9,22360,2,5,0,0,1,0,0
2018,3.4,53596,5,1,0,0,0,1,0
2000,3.6,45737,5,1,1,0,0,0,1
2020,3.0,98160,2,5,0,1,0,0,0
2018,4.0,253702,3,4,0,0,1,1,0
2006,1.5,94715,5,2,0,1,0,0,1
2005,1.4,1841,2,2,0,0,0,0,1
2021,1.6,109050,2,5,0,0,0,0,1
2008,4.4,236894,2,1,0,1,0,0,1
2016,4.4,256691,4,1,1,0,0,0,0
2006,1.6,235768,5,2,0,1,0,0,1
2003,4.4,88089,3,3,0,1,0,1,0
2007,3.8,160230,4,2,1,0,0,0,0
2000,1.1,233776,2,3,0,0,0,1,0
2015,1.3,117006,3,5,0,1,0,0,1
2005,4.7,295379,2,2,0,0,0,0,1
2019,2.5,299406,3,1,0,1,0,1,0
2011,1.4,182197,4,3,0,0,1,0,1
2015,1.4,235687,2,2,1,0,0,0,1
2005,1.6,293339,5,1,1,0,0,0,0
2008,3.5,79861,4,1,0,0,0,1,0
2020,1.9,288000,4,5,0,0,1,0,1
2022,1.6,295898,3,1,0,0,0,0,0
2005,2.5,239287,4,1,0,1,0,0,1
2016,4.4,7588,4,5,0,0,1,0,0
2002,3.4,152117,3,2,0,0,0,0,0
2019,4.4,195296,5,4,0,0,1,1,0
2006,4.4,191716,2,3,0,0,0,0,0
2000,3.6,230409,2,3,0,0,1,1,0
2014,1.1,106397,4,2,0,0,0,0,0
2007,3.7,295514,2,4,1,0,0,1,0
2001,3.1,232603,4,4,0,1,0,0,0
2000,2.5,18150,3,5,0,0,0,1,0
2000,1.8,222084,2,3,0,0,1,0,0
2016,3.7,59160,5,2,0,0,1,1,0
2016,2.3,73775,3,4,0,0,1,0,1
2007,2.4,89733,3,1,1,0,0,0,0
2002,2.6,11401,5,4,0,0,1,0,1
2019,4.4,233465,2,1,0,0,0,0,1
2016,4.3,240885,3,2,0,0,1,0,1
2006,3.5,25049,4,5,1,0,0,0,1
2003,2.0,110430,3,1,0,1,0,0,1
2018,3.7,205909,3,2,1,0,0,0,1
2011,1.4,161912,4,4,0,1,0,0,1
2002,3.6,54815,3,5,0,1,0,0,0
2019,3.3,128619,3,5,1,0,0,1,0
2019,4.0,121403,5,2,0,1,0,1,0
2019,4.2,253093,5,4,1,0,0,0,1
2022,4.8,97890,2,2,0,0,1,0,1
2016,1.2,157466,4,1,0,0,0,1,0
2004,3.6,168226,4,4,0,0,1,0,1
2009,1.2,275586,3,5,0,0,1,0,0
2015,1.9,50573,4,5,1,0,0,1,0
2006,2.6,219205,5,5,1,0,0,1,0
2008,2.7,1708,5,2,1,0,0,0,0
2012,3.6,244437,2,2,0,0,1,0,0
2016,2.1,134097,4,5,1,0,0,1,0
2010,1.1,98700,5,3,0,1,0,1,0
2018,1.6,78445,4,4,0,1,0,1,0
2001,3.6,93140,2,1,0,1,0,0,1
2006,3.0,288209,3,2,0,0,0,0,0
2009,4.4,282931,5,3,0,1,0,0,1
2023,3.0,242006,5,1,0,1,0,0,0
2006,4.6,272450,4,3,0,1,0,1,0
2002,4.4,54982,5,5,0,0,1,0,0
2003,1.2,53980,4,3,0,0,0,0,1
2019,1.6,84291,4,4,0,1,0,0,1
2002,3.1,264010,5,1,0,1,0,0,1
2020,1.7,54068,4,1,0,1,0,0,1
2002,4.4,253283,4,1,0,0,1,1,0
2010,1.1,1666,4,3,0,0,1,0,0
2000,2.8,128713,4,2,1,0,0,0,0
2004,2.9,155101,3,5,0,0,0,0,0
2002,3.1,153222,5,2,0,0,0,0,0
2004,3.0,140269,4,1,1,0,0,0,1
2022,4.6,48034,3,1,0,0,0,0,0
2007,1.7,197700,2,4,1,0,0,0,0
2020,1.3,130961,2,4,0,1,0,1,0
2009,1.5,204370,4,4,1,0,0,0,1
2005,1.9,103956,5,2,0,0,0,0,1
2004,3.0,86109,3,5,1,0,0,1,0
2011,1.7,264104,4,2,0,1,0,1,0
2019,2.1,1068,2,1,0,0,1,0,0
2004,3.1,202084,2,1,1,0,0,0,0
2012,4.5,78159,3,1,0,0,1,0,1
2012,2.7,188249,3,4,1,0,0,0,0
2021,3.6,252284,5,4,0,0,0,0,1
2011,4.8,120010,4,5,0,0,0,1,0
2007,4.8,77167,4,4,0,0,1,0,1
2021,3.0,226346,5,4,0,0,0,0,1
2014,4.1,35164,3,3,0,0,0,0,0
2015,4.3,147409,3,1,1,0,0,1,0
2016,3.6,292131,4,4,0,0,0,1,0
2016,1.6,285860,4,5,1,0,0,0,0
2005,2.3,112828,3,2,1,0,0,1,0
2023,3.5,225090,2,2,0,1,0,0,1
2003,2.5,235804,3,1,1,0,0,1,0
2007,4.7,18622,4,3,1,0,0,1,0
2001,1.8,38814,4,5,1,0,0,0,1
2001,2.3,64027,3,2,0,0,0,1,0
2013,2.7,155927,5,4,0,1,0,1,0
2000,3.5,181019,2,2,0,1,0,0,1
2014,3.8,91618,4,4,0,0,0,0,1
2004,2.6,234638,5,3,0,1,0,0,1
2006,4.4,213796,4,4,0,1,0,0,0
2008,4.5,242378,4,3,1,0,0,0,1
2015,3.4,68256,4,2,1,0,0,1,0
2012,4.9,4608,3,2,1,0,0,1,0
2014,4.7,262198,4,2,1,0,0,0,0
2014,3.7,203553,3,5,0,0,1,0,1
2007,1.4,252417,3,3,0,0,1,1,0
2010,3.9,42902,3,5,0,1,0,0,0
2020,4.8,116761,2,3,1,0,0,1,0
2015,2.7,181326,5,5,0,0,0,1,0
2008,4.1,286699,3,5,1,0,0,1,0
2013,3.8,149662,2,1,0,1,0,0,0
2019,4.7,213300,4,1,0,0,1,0,1
2015,2.0,125458,2,3,0,0,0,1,0
2011,2.5,61333,2,1,0,0,1,1,0
2009,3.8,103338,3,3,1,0,0,0,0
2019,1.9,44978,4,4,1,0,0,0,0
2002,2.5,119657,2,2,1,0,0,0,0
2003,2.2,106537,4,4,1,0,0,1,0
2005,2.8,228351,2,2,1,0,0,1,0
2000,1.0,156258,4,1,0,1,0,0,1
2022,3.6,233628,5,2,0,0,0,1,0
2000,2.9,238272,5,1,0,1,0,0,1
2023,2.0,280794,2,3,0,0,0,1,0
2005,2.6,14058,5,4,0,0,0,0,1
2018,3.3,274434,3,2,0,1,0,0,1
2015,3.2,60419,4,4,0,0,0,0,0
2021,5.0,98604,2,4,0,0,1,0,1
2023,1.6,133425,5,5,0,0,1,0,0
2004,4.2,271816,3,5,0,1,0,1,0
2019,2.9,247451,3,3,0,0,1,0,1
2014,4.7,85892,5,2,0,0,1,0,1
2006,3.1,252610,2,3,1,0,0,0,1
2020,1.3,282883,4,1,0,1,0,1,0
2020,2.7,109271,3,4,0,1,0,0,1
2018,2.0,119566,5,5,0,1,0,0,0
2009,3.0,54105,3,2,0,0,0,1,0
2020,2.4,103185,2,3,0,1,0,1,0
2010,1.8,227999,5,1,0,1,0,1,0
2000,1.1,141537,3,2,0,1,0,0,0
2022,2.8,250524,5,5,0,0,0,0,0
2012,1.7,163543,5,4,0,0,1,0,0
2021,2.7,283597,2,2,0,0,1,1,0
2021,3.6,79401,4,3,0,0,1,0,0
2007,3.4,125769,3,1,1,0,0,1,0
2009,4.1,67077,2,5,0,0,0,1,0
2007,2.3,76257,2,3,1,0,0,1,0
2010,1.2,220484,4,4,1,0,0,0,0
2010,4.7,155338,5,1,0,0,1,0,1
2006,3.1,135166,5,1,1,0,0,0,0
2009,2.4,22624,4,4,0,0,1,0,0
2002,3.2,106780,2,5,0,1,0,0,0
2017,2.3,40455,4,1,1,0,0,0,1
2007,1.1,261935,4,2,0,0,0,0,1
2015,2.2,164031,4,5,1,0,0,1,0
2018,4.8,108824,3,4,0,1,0,0,0
2001,4.3,67506,3,4,0,0,1,0,1
2013,1.5,198747,5,4,0,1,0,0,0
2004,1.3,189304,5,1,1,0,0,0,0
2019,3.1,171550,3,5,0,0,0,0,1
2011,4.8,49802,2,4,1,0,0,0,0
2006,4.9,32528,4,3,1,0,0,1,0
2002,3.3,252871,3,2,0,0,0,0,0
2010,3.6,37887,5,5,0,0,0,0,1
2003,1.5,243023,2,3,1,0,0,0,0
2011,5.0,125014,4,5,0,0,1,0,0
2007,2.0,225309,2,5,1,0,0,0,0
2012,1.5,19946,5,4,1,0,0,0,1
2016,1.5,34256,4,3,1,0,0,0,1
2007,2.1,48326,5,4,1,0,0,1,0
2018,3.9,22059,4,3,0,1,0,0,0
2016,3.1,82589,2,3,0,0,1,0,0
2005,3.5,254719,4,4,0,1,0,1,0
2012,2.8,22534,5,2,0,0,0,1,0
2009,3.3,105672,5,2,1,0,0,0,1
2013,3.5,184223,2,1,1,0,0,1,0
2012,3.4,66901,3,3,1,0,0,0,0
2014,2.8,277899,2,5,0,0,1,0,1
2010,4.5,93756,3,1,0,1,0,1,0
2005,3.8,159958,5,2,1,0,0,0,0
2020,2.7,130146,2,3,0,0,1,0,0
2017,3.4,184285,4,3,0,0,1,0,1
2001,1.1,221586,3,5,0,1,0,1,0
2005,2.1,40020,5,2,1,0,0,0,0
2017,3.3,201512,4,3,1,0,0,0,0
2014,1.3,180373,5,5,0,0,0,0,1
2014,4.7,114382,5,3,0,0,1,0,1
2003,1.9,211135,5,1,0,0,1,0,0
2007,2.0,118689,5,1,0,0,1,0,1
2017,3.4,149589,2,2,0,0,0,1,0
2022,1.4,84573,3,4,1,0,0,1,0
2004,1.8,149851,4,2,0,0,0,0,1
2002,2.4,122979,3,5,0,0,1,0,0
2018,1.6,180019,3,5,0,0,0,1,0
2001,4.7,107974,3,3,0,0,0,0,1
2003,2.2,17393,3,5,0,1,0,0,1
2001,2.6,74,2,2,1,0,0,0,1
2014,1.2,215776,4,4,1,0,0,0,0
2022,4.1,15423,4,3,0,1,0,0,1
2009,2.1,216808,5,1,0,0,0,0,0
2001,4.2,271492,5,3,1,0,0,0,0
2017,2.7,23058,2,3,1,0,0,0,0
2015,4.9,292193,5,2,1,0,0,1,0
2020,1.2,100045,5,5,0,0,1,1,0
2018,3.5,230823,3,5,0,0,1,0,0
2020,2.9,123389,4,4,0,1,0,0,0
2020,2.7,87168,5,3,0,0,0,0,0
2016,3.2,253949,5,1,0,0,0,1,0
2001,4.1,88202,2,5,0,0,0,0,1
2010,4.6,89735,5,5,0,1,0,0,1
2015,4.3,190674,4,1,0,0,1,0,1
2007,3.0,45399,3,1,0,0,0,1,0
2015,3.5,118075,2,3,0,0,0,1,0
2023,1.8,212962,2,4,1,0,0,0,1
2000,1.8,222734,3,4,0,1,0,1,0
2000,4.8,158249,2,2,1,0,0,0,0
2008,4.4,268020,5,1,0,0,1,0,1
2015,3.0,102552,3,3,1,0,0,1,0
2004,3.9,96421,4,5,1,0,0,0,0
2018,2.2,227142,5,3,0,1,0,0,0
2002,1.7,265079,4,4,0,0,1,0,0
2001,3.3,258462,4,4,1,0,0,0,1
2007,1.6,84889,4,3,1,0,0,0,1
2023,4.6,193427,3,1,0,0,0,0,0
2020,3.4,15353,3,4,0,1,0,0,0
2022,3.0,95078,5,2,0,0,0,0,0
2003,4.2,92303,4,1,0,0,1,0,0
2011,1.1,122843,2,5,0,0,0,1,0
2006,3.3,203140,3,1,0,1,0,0,1
2019,1.5,299007,2,2,0,1,0,0,0
2000,3.6,71037,2,2,0,1,0,0,1
2017,4.3,190312,5,2,0,0,0,0,1
2003,2.3,138463,5,1,0,0,0,0,0
2011,4.2,49206,5,5,0,1,0,1,0
2009,1.8,115364,2,1,1,0,0,0,1
